fake_coord	Blog_160886-11338497.4	Blog_160886-11338497.4.1	12	PE
fake_coord	Eupa_00-01-17.116	Eupa_00-01-17.116.14	13	PE
fake_coord	Eupa_00-01-17.791	Eupa_00-01-17.791.41	44	PE
fake_coord	Eupa_00-01-17.804	Eupa_00-01-17.804.10	31	AB
fake_coord	Regr_255655.9	Regr_255655.9.29	36	NU
fake_coord	Wiki_HarryPotter.26	Wiki_HarryPotter.26.3	14	PE
